ID_Ref;Paremia_ID;Paremia_Canonica;Desautomatizacion;Mecanismo;Mecanismos_Secundarios;Patron_Sintactico;Dominio_Meta;Elementos_Sustituidos;Hash;Check
59099;2921;Mucho ruido y pocas nueces;Mucho hablar y pocas nueces conejeros.;Sustitución;Adición;Mucho [Sust] y pocas [Sust];General;"{""ruido"": ""hablar"", ""nueces"": ""nueces conejeros""}";6013ed9945939c51641beb2e736fcf8d0c528cd3cecfb967257d446fa3eadb1d;
59099;2921;Mucho ruido y pocas nueces;Muchas cumbres y pocas nueces;Sustitución;;Mucho [Sust] y pocas nueces;General;"{""ruido"": ""cumbres""}";d247bb146ebdb7e17a43f85e7b95f6b0355776a26de8f6be26a8433a58848f66;
59099;2921;Mucho ruido y pocas nueces;Hauteville house 1: zelda, mucho vapor y pocas nueces;Adición;Permutación;[Adición] mucho [Sust] y pocas nueces;General;"{""ruido"": ""vapor"", """": ""Hauteville house 1: zelda,""}";5f9ce8b2262d390002da90f7eebf634c0103eaffd6133636b0d171c4889ef2b7;
59099;2921;Mucho ruido y pocas nueces;El co2 – y pocas nueces;Sustitución;Truncamiento;[Sust] y pocas nueces;Medio Ambiente;"{""Mucho ruido"": ""El co2""}";f01dd8d076103f103afbb6ffd99a7f4536249f38445b485ee4023ecbd94c60b5;
59099;2921;Mucho ruido y pocas nueces;Mucho hype y pocas nueces de momento.;Sustitución;;Mucho [Sust] y pocas nueces;General;"{""ruido"": ""hype""}";c172ff8a515fc8c239512437f3ff248b68320386826d701f0214c17f63a59d72;
59109;2953;Muerto el perro, se acabó la rabia;Muerto goebbels, se acabó la rabia independentista.;Sustitución;;Muerto [Sust], se acabó [Sust];Política;"{""perro"": ""goebbels"", ""rabia"": ""rabia independentista""}";7550bd47a903773a0792d8986155ae8811377c2edc5db107e02ed005999b2011;
59109;2953;Muerto el perro, se acabó la rabia;Muerto el perro se acabó la rabia?...esta sociedad esá está enferma.;Adición;Interrogación;[Paremia]...[Adición];General;"{"""": ""¿...esta sociedad está enferma.""}";c421d0cb198dcf2fb35e1012fc57b7d2e4e7756ead127b36b92bf8f69b213f11;
59109;2953;Muerto el perro, se acabó la rabia;El perro, pero no se acabó la rabia.;Sustitución;Anacoluto;Muerto el [Sust], [Negación] se acabó la [Sust];General;"{""perro"": ""perro"", ""rabia"": ""rabia"", ""se acabó"": ""no se acabó""}";bbca771d5d3ba91b10ff4f2f4a3c5d694222f8ee6392736b79a08ee60be10937;
59109;2953;Muerto el perro, se acabó la rabia;Muerto el hongo se acabó la rabia (digo la formicaria).;Sustitución;;Muerto el [Sust], se acabó la [Sust];General;"{""perro"": ""hongo"", ""rabia"": ""formicaria""}";8f32df53301d8b7a8dbd480613b8a7c4fe1f027cb7b03a51ec75255b21d29905;
59109;2953;Muerto el perro, se acabó la rabia;La estrategia de muchos: muerto el asturiano, se acabó la rabia;Sustitución;;Muerto el [Sust], se acabó la [Sust];General;"{""perro"": ""asturiano"", ""rabia"": ""rabia""}";b7cbf638f181e2609f8d12a1ba766f9750bcc07cfe010747f7d7c6acfb9af036;
59126;2988;Nadie se acuerda de Santa Bárbara hasta que truena;Ya nadie se acuerda de valeria lukyanov -la otra barbie humana ucraniana-;Sustitución;;Nadie se acuerda de [Sust] hasta que [Sust];Fama/Medios;"{""Santa Bárbara"": ""valeria lukyanov -la otra barbie humana ucraniana-"", ""truena"": ""se acuerda""}";ad49dc10fb15b4c9bc80a960375c59c3ede5e80bb3ee97c1a2d8ac9064368278;
59144;3028;Ni son todos los que están, ni están todos los que son;Los que están, ni estan todos los que son en las eliminatorias atléticas.;Permutación;Sustitución;Los que [Sust], ni [Sust] todos los que [Sust] en [Sust];Deportes;"{""están"": ""estan"", ""son"": ""son"", """": ""en las eliminatorias atléticas""}";88b7b7e3900f910a11afd61bf73cd9a63381d9f622b0afc392155ee034a21462;
59144;3028;Ni son todos los que están, ni están todos los que son;Los que están, ni están todos los que son, claro.;Permutación;Anacoluto;Los que [Sust], ni [Sust] todos los que [Sust];General;"{""Ni son todos los que están, ni están todos los que son"": ""Los que están, ni están todos los que son""}";71ca56e1cefafbf0508359b31d6260e6428a3dbc5bc7989d2be84bd12d840791;
59160;3064;No dejes para mañana lo que puedas hacer hoy;Necocliceño: no hay mucho que puedas hacer hoy ante la adversidad.;Sustitución;Permutación;No [Sust] para [Sust] lo que puedas hacer [Sust];General;"{""dejes"": ""hay"", ""mañana"": ""hoy"", ""hoy"": ""ante la adversidad""}";f1981cbe915adc76fc278acf43d5271f8c77ef36c5707e2288f62bcd4ee94396;
59160;3064;No dejes para mañana lo que puedas hacer hoy;Para el mediocre es distinto: lo que puedas hacer hoy, déjalo para mañana.;Permutación;Sustitución, Anacoluto;Para el [Sust], lo que puedas hacer [Adv], [Verbo] para [Adv];General;"{""no dejes"": ""déjalo"", ""hoy"": ""mañana"", ""mediocre"": ""para el mediocre es distinto""}";813a3d5c360d08001a1ecd041496584e82bf9506fcb98eacc2c93ff37cf6d006;
59160;3064;No dejes para mañana lo que puedas hacer hoy;Piensa que todo lo que puedas hacer hoy lo agradecerás mañana.;Sustitución;Permutación;Piensa que [Sust] lo que puedas hacer hoy [Sust] mañana;General;"{""No dejes"": ""Piensa que todo lo que puedas hacer hoy lo agradecerás"", ""para mañana"": ""mañana"", ""lo que puedas hacer hoy"": ""lo que puedas hacer hoy""}";be74690343ffd380fbb8ed744bba7ba6e405d928fe78ba87277d87586cbf1def;
59160;3064;No dejes para mañana lo que puedas hacer hoy;"En la vida es ""lo que puedas hacer hoy, hazlo.";Permutación;Truncamiento;lo que puedas hacer hoy, [Sust];General;"{""No dejes para mañana"": """", ""hazlo"": ""hazlo""}";097349677b9bb7ece7d51341d6a72e11e0955adddd4a1fffbda531dbd10d655a;
59181;3098;No hay enemigo pequeño;En guatemala no hay enemigo pequeã±o.;Adición;;En [Lugar] no hay enemigo pequeño;Geográfico/Local;"{"""": ""En Guatemala""}";973cd05cab19acc7d202b295a89c19a7bdf000b1d1c3f581e205df0eb7dfed5e;
59186;3107;No hay mal que cien años dure;Habitualmente no hay odios que cien años duren.;Sustitución;;No hay [Sust] que cien años duren;General;"{""mal"": ""odios""}";f8e34b1d28cab9fb107575ab487f9d65d26d1b7d13a34d715bc5c64e3f2e2eb8;
59186;3107;No hay mal que cien años dure;No había bien ni mal que cien años durara;Fusión;Anacoluto;No hay [Sust] que cien años [Sust];General;"{""mal"": ""bien ni mal"", ""dure"": ""durara""}";0b125735f20e0193c269f2804da09e00f2e9ab8aebd32311f53071dbe7f88523;
59186;3107;No hay mal que cien años dure;Un rosal que cien años dura;Sustitución;Permutación;No hay [Sust] que cien años [Sust];General;"{""mal"": ""rosal"", ""dure"": ""dura""}";b00255d0ea1cd2a1b54c4ad5db4f2f8ffa940a88f9ae29a801fbc2a24366d2f0;
59187;3116;No hay mal que por bien no venga, ni bien que su mal no traiga/tenga;Pues no hay mal - dijo sonriendo- que por bien no venga: una pésima edición lo ha llevado a usted al original.;Adición;Metalogismo;No hay mal que por bien no venga: [Adición];Literatura/Edición;"{"""": ""una pésima edición lo ha llevado a usted al original""}";119bb259565cb34fbf8675a9b9b0bcbde306c0b63b5a9225e8da04028a8dfecc;
59187;3116;No hay mal que por bien no venga, ni bien que su mal no traiga/tenga;No hay mal, que por bien no venga y va a ser verdad, porque hacía ya varios meses que no pisaba mi casa.;Adición;Metalogismo;No hay [Sust] que por bien no venga, [Adición];General;"{"""": ""y va a ser verdad, porque hacía ya varios meses que no pisaba mi casa""}";0a339b31aad71a934fa903403430fea7744b4f192f26bf0c79e2fe085726d2e7;
59187;3115;No hay mal que por bien no venga;El dicho, no hay mal, que por bien no valga.;Sustitución;Permutación;No hay [Sust], que por [Sust] no [Sust];General;"{""mal"": ""mal"", ""por bien"": ""por bien"", ""venga"": ""valga""}";827d6d01fca69bffcc9833fd74b2e073d1719ab47d88065352bacb34d9c3e246;
59187;3115;No hay mal que por bien no venga;No hay mal, pues todo va al bien por uno u otro camino.;Adición;Anacoluto;No hay mal, [Adición] pues todo va al bien por uno u otro camino;General;"{"""": ""pues todo va al bien por uno u otro camino""}";ed1d65e59407b0b77414dbb051cc2851ee628af0f226ceeb0a7a45f9d001898e;
59209;3161;No hay que empezar la casa por el tejado;"Continúa: ""para combatir esta ignorancia habría que empezar la casa por los cimientos.";Sustitución;Fusión;habría que empezar la casa por [Sust];Construcción/Arquitectura;"{""tejado"": ""cimientos""}";9464d8cdd291a02a350d5e68589cad9dd6e63a482e3c126181f348af9fec5d06;
59209;3161;No hay que empezar la casa por el tejado;Hay que bajar de las nubes, empezar la casa por los cimientos y poco a poco.;Adición;Permutación, Negación;Hay que [Adición], [Sust] la casa por [Sust] y [Adición];General;"{""No hay que"": ""Hay que"", ""por el tejado"": ""por los cimientos"", """": ""bajar de las nubes, poco a poco""}";15a46c2e2823c75d888547b286012e998fef64d3a836e48d8a59aed57f575642;
59209;3161;No hay que empezar la casa por el tejado;Osea, que para ser novato, quiero empezar la casa por la ventana......;Sustitución;Anacoluto;Quiero empezar la casa por [Sust];General;"{""tejado"": ""ventana""}";f0e0b241151126784eef6a4673573488362d714e0c86e4165de07ec6ed57e36a;
59209;3161;No hay que empezar la casa por el tejado;Los pesos son ridiculos pero es que he decidido empezar la casa por los cimientos.;Sustitución;Adición;empezar la casa por [Sust];Construcción/Arquitectura;"{""tejado"": ""cimientos""}";bde37adfd5051564679e95508140ddf0d406d23b403b000c68cf7e1ba97e2e27;
59209;3161;No hay que empezar la casa por el tejado;En lo que dices a veces queremos empezar la casa por el tejado....,seguire tu consejo..;Adición;;En lo que dices [Adición] empezar la casa por el tejado;General;"{"""": ""En lo que dices a veces queremos""}";88d5115fc78c64fabba460cf7cf325a8a7eb40c1285655380a39dec733fc5868;
59214;3178;No hay que mezclar churras con merinas;Vaya manera de mezclar churras con huevos fritos.;Sustitución;;No hay que mezclar [Sust] con [Sust];General;"{""churras con merinas"": ""churras con huevos fritos""}";d3e14f541b64aa2feaa505e791dab4ef3bd3b683ae40474d3c60533b0c2017f4;
59214;3178;No hay que mezclar churras con merinas;Luego usted mezcla churras con merinas y perdone que se lo diga.;Adición;;Luego [Suj] mezcla [Obj] con [Obj] y [Adición];General;"{"""": ""y perdone que se lo diga""}";189413986a43f6266b6b7069d822575e7e56ee26ee7ea2b9e9d2a8371a244650;
59214;3178;No hay que mezclar churras con merinas;El editorialista mezcla churras con merinas;Sustitución;;No [Sust] que [Sust] churras con merinas;General;"{""hay que"": ""El editorialista""}";6b09947a2c02a7f4cb19c7e255149f285f1fd3166a3fdc7bd492a38d167a2f85;
59214;3178;No hay que mezclar churras con merinas;No confundamos churras con merinas;Sustitución;;No [Sust] churras con merinas;General;"{""hay que mezclar"": ""confundamos""}";f7add2903eaf8efa3e097976d83218b5b5b7774659fdda5cbe752594f871b1d9;
59214;3178;No hay que mezclar churras con merinas;Mezclais churras con merinas en la replica.;Sustitución;Permutación;[Sujeto] mezcl[ais] churras con merinas [Adv/Loc];General;"{""No hay que"": ""Mezclais"", """": ""en la replica""}";c0ba74c89c355974e7ad97d8f215eec85651bc14b14702a221bf69c8b61c5df1;
59216;3183;No hay regla sin excepción;No hay regla sin estas.;Sustitución;;No hay [Sust] sin [Sust];General;"{""excepción"": ""estas""}";d29832b8bfdc9726fa7d21740c8457aa77a64eb5709e518cc838f852c22b66d9;
59216;3183;No hay regla sin excepción;No hay regla hay esperanza.;Sustitución;Metasemema;No hay [Sust] hay [Sust];General;"{""regla"": ""regla"", ""excepción"": ""esperanza""}";74bae1851afc17c93ddba3310521ea756e2003649dad281e8bc740d1e3778a23;
59216;3183;No hay regla sin excepción;No hay regla carente de excepciones.;Sustitución;;No hay [Sust] sin [Sust];General;"{""excepción"": ""excepciones""}";026693615ac0092ff39e75429becf824b5cc213cad779df7c15e0e1c0e5dfc1b;
59216;3183;No hay regla sin excepción;A haber alguna regla sin excepción?.... (chiste).;Anacoluto;Metasemema;A [Sust] [pregunta retórica];General;"{""afirmación"": ""pregunta retórica"", ""No hay"": ""A haber""}";87db1a7ea27b9f68d9221c2f7f74c3f3b50e4139a7c8d84e6a97c5f28763cc8a;
59228;3215;No se hizo la miel para la boca del asno;La cámara es normal, no está hecha la miel para la boca del asno.;Adición;;[Adición] no [se] hizo la miel para la boca del asno;General;"{"""": ""La cámara es normal, ""}";3a3a78eea5e24561d81dc9b8da9225e3d3518c3c337ebc9505174fadd1a26180;
59228;3215;No se hizo la miel para la boca del asno;Al fin y al cabo la miel no está hecha para la boca del asno, que dicen.;Adición;Permutación;[Adición] la miel [no] está hecha para la [Sust] del asno;General;"{"""": ""que dicen""}";44d4af96095a0900d506a2500d19803d11959f3465f859d3f7923c626e5a21d2;
59228;3215;No se hizo la miel para la boca del asno;El viejo...no esta hecha la miel para a boca del asno...la ignorancia les come la cultura...allá ellos.;Adición;Anacoluto;[Adición] no [Variante] la miel para [Variante] la boca/hocico del asno/burro [Adición];General;"{"""": ""la ignorancia les come la cultura...allá ellos""}";82dd71af229b89632babdfb6fc6e9f265756afa138efed0c3517158e0cb15434;
59228;3215;No se hizo la miel para la boca del asno;Javimogu, no está echa la miel para la boca del asno... pero si insistes, nos la puedes chupar...;Adición;Permutación;[Adición] no [Variante] la miel para [Variante] la boca/hocico del asno... [Adición];General;"{"""": "" pero si insistes, nos la puedes chupar...""}";b626ae73a1a7573700c18989eb0c658ddff7890830f1a5ccb9990d9a968280df;
59228;3215;No se hizo la miel para la boca del asno;No está hecha la miel para la boca del asno, o más bien para la boca del cerdo;Adición;Permutación;No [Verbo] [Sust] la miel para la [Sust] del [Sust], [Conjunción] [Sust] para la [Sust] del [Sust];General;"{"""": ""o más bien"", ""asno"": ""cerdo""}";80edf883ca16fb094f736872d506ecd780107223032b5d8f1926e0846369bb72;
59228;3215;No se hizo la miel para la boca del asno;Debo aclarar que camus tampoco esta hecho para la boca del asno (y de la asna).;Sustitución;Adición;[Sust] no esta hecho para la boca del asno;Literatura/Referencia Cultural;"{""miel"": ""camus""}";683b6c92322acad36bb6fd1aa6427cb44297714e5abf7b69a1d913cd89567eae;
59228;3215;No se hizo la miel para la boca del asno;Viendo sus efectos, pareciera de verdad que la miel no está hecha para la boca del asno:);Adición;;[Adición] la miel [Sust] para la boca del asno;General;"{"""": ""Viendo sus efectos, pareciera de verdad que""}";7712c688be902d5814c2294fb5be845c2fe34a3520b238886e4b21832172f04d;
59235;3234;No solo de pan vive el hombre;"No sólo de música y farandula vive el hombre;).";Sustitución;;No solo de [Sust] vive el hombre;General;"{""pan"": ""música y farandula""}";68227253972b7c7508eb95d80e5677aeaebcbd66d279e082314009815e8785ab;
59236;3236;Los dedos de la mano no son iguales;Los dedos de una mano las que me gustan.;Sustitución;Anacoluto;Los dedos de [Sust] [Sust];General;"{""la mano no son iguales"": ""una mano las que me gustan""}";53b8f397589497df9ec86751604a407a99130887c3aa747d90697e519ce8a961;
59242;3245;Nuestro gozo en un pozo;Asi que mi gozo en un poco;Sustitución;Metalogismo;Mi [Sust] en un [Sust];General;"{""nuestro"": ""mi"", ""pozo"": ""poco""}";90e881d889e37c93ad7118ab9c58787a7a2a8ac074304b8a318d1c43f96e2afe;
59245;3254;Nunca digas 'De esta agua no beberé';Del futuro, nunca puedes decir de esta agua no beberé.;Sustitución;Adición;Nunca [Sust] 'de esta [Sust] no [Sust]';General;"{""diga"": ""puedes decir"", ""agua"": ""agua""}";05a426132e7e8800efaab608b48a16f2b2a16e9e4e1202babccd824c8d457bc0;
59245;3254;Nunca digas 'De esta agua no beberé';Aunque, nunca se puede decir, de ese agua no beberé.;Sustitución;Permutación;Nunca [Adv] digas/de [Sust], de [Sust] [Adv] beberé;General;"{""De esta agua"": ""de ese agua"", """": ""Aunque, nunca se puede decir""}";b87d141d425a8bb1592c22bc64eaeb8e9bea04dcee695deea9c8dc0208fe47b3;
59245;3254;Nunca digas 'De esta agua no beberé';Nunca puedes decir de este agua no beberé... muchas gracias a todos;Adición;;Nunca [Verbo] de [Sust] no [Verbo];General;"{"""": ""muchas gracias a todos""}";eb21749f60117f00bb85dba02215237df247533cd0124bc5539d87c883e029d4;
59245;3254;Nunca digas 'De esta agua no beberé';Pero... nunca se puede decir de este agua no beberé.;Sustitución;;Nunca se puede decir de [Sust] no beberé;General;"{""diga"": ""se puede decir"", ""esta agua"": ""este agua""}";dad188d3ad6bb5e6f3b7b6e46c904afc968883eba1ce42afdd2172855d62dd17;
59245;3254;Nunca digas 'De esta agua no beberé';Igualmente, y nunca dire de esta agua no beberé.;Sustitución;;Nunca [Sust] de esta agua no beberé;General;"{""diga"": ""dire""}";b934b3d2b03a17a1f467491919fa86a107a824ba6c6f34b2af585804fdafd6ac;
59247;3257;Nunca falta un roto para un descosido;A no desesperar... nunca falta un loco para un desquiciado;Sustitución;Metasemema;Nunca falta un [Sust] para un [Sust];General;"{""roto"": ""loco"", ""descosido"": ""desquiciado""}";bccbe864e643702ee6de5d43af5d72529acfbcdedae53e34ad0b91692c8ae172;
59247;3257;Nunca falta un roto para un descosido;Nunca falta un espartaco que se levanta.;Sustitución;;Nunca falta un [Sust] que se [Sust];General;"{""roto para un descosido"": ""espartaco que se levanta""}";bcb75cb20d13accaa91966dc06b12280d31215375c9e83e5009e98fa9af5a1a5;
59247;3257;Nunca falta un roto para un descosido;"No le convence, ya sabe: nunca falta un acrónimo para un descosido.;)";Sustitución;Adición;Nunca falta un [Sust] para un [Sust];Lenguaje y Comunicación;"{""roto"": ""acrónimo""}";29d459328796f36109e90ebbf4f1bbf9a44e28b0ed2db3c4a8f0ef44e310a07c;
59247;3257;Nunca falta un roto para un descosido;Nunca falta un descuido del acosador.;Sustitución;;Nunca falta un [Sust] para un [Sust];General;"{""roto"": ""descuido del acosador"", ""descosido"": ""descuido del acosador""}";36bc9c50e5a6355b67f9aad6e6bafdeb123b77d2f583b1923cac69e7a0a4b987;
59247;3257;Nunca falta un roto para un descosido;Bueno, nunca falta un troglodita en una fiesta.;Sustitución;;Nunca falta un [Sust] para un [Sust];Social;"{""roto"": ""troglodita"", ""descosido"": ""fiesta""}";1e0bebcfb2a19b6577dc18c54c59e1937fb25861e00460897290ae964215e16d;
59248;3260;Nunca llueve a gusto de todos;No siempre llueve a gusto de todos.;Sustitución;;No [Adv] llueve a gusto de todos;General;"{""Nunca"": ""No siempre""}";f76c2f438e330e088652f86111a50b18355f0502bda6412225e34bd5317cbd4f;
59248;3260;Nunca llueve a gusto de todos;En navidad no llueve a gusto de todos.;Sustitución;;En [Sust], no llueve a gusto de todos;General;"{""Nunca"": ""En navidad""}";b4a96bb081b844bbafa43c724f256ab1d192f5c29a2e0e9d1c04b9db0f31357c;
59248;3260;Nunca llueve a gusto de todos;La vida no llueve a gusto de todos.;Sustitución;;La [Sust] no llueve a gusto de todos;General;"{""Nunca"": ""La vida""}";019773fafbe3199d557030f517bba3dba1a805b6054ba668d1d10602304b138b;
59248;3260;Nunca llueve a gusto de todos;No llueve a gusto de todos –rió juguetona.;Sustitución;;No [Sust] a gusto de todos;General;"{""Nunca"": ""No""}";55562bb7a27d2755f65a17b16c9914d0ec6a68379dfa65db8c0dd079d0acda77;
59249;3261;Nunca segundas partes fueron buenas;Dvb-t2: segundas partes fueron mejores y un poco tocaloquenosuena;Sustitución;Adición, Anacoluto;Segundas partes [Sust] fueron [Sust];General;"{""Nunca"": """", ""buenas"": ""mejores""}";e973ccca9753b15c13121705aa34845ec5f21ea0d22b96b2905d34acafa4dba1;
59249;3261;Nunca segundas partes fueron buenas;En ocasiones segundas partes fueron buenas o incluso mejores.;Metalogismo;Anacoluto;En [Sust] [Sust] partes [Sust] buenas;General;"{""Nunca"": ""En ocasiones"", ""fueron"": ""fueron buenas o incluso mejores""}";40770875c27cc10cda24ab80eb5e411fe94d8e3047810db3c8ca689d5ba83c51;
59249;3261;Nunca segundas partes fueron buenas;Ambos geniales pero para mí segundas partes fueron mejor.;Sustitución;Adición, Anacoluto;Segundas partes [Sust] fueron [Sust];General;"{""nunca"": ""mejor"", ""buenas"": ""mejor""}";50083f73e5ce123014b780dba13893cf7a0a7860f9ff846c6434bf452dc8fb55;
59249;3261;Nunca segundas partes fueron buenas;No todas segundas partes fueron malas.;Metalogismo;Anacoluto;No [Adv] [Sust] partes [Adv] [Adv];General;"{""Nunca"": ""No todas"", ""buenas"": ""malas""}";a3c5d9d11cf4ada2719a1c2404839bd318315df299cdb4cef874b75bd441b263;
59252;3270;Obras son amores, y no malas razones;Obras son amores, doctores tiene la iglesia y nosotros lo que votamos.;Adición;Fusión;Obras son amores, [Adición];General;"{""y no malas razones"": ""doctores tiene la iglesia y nosotros lo que votamos""}";45c819fce02259afa20ccbb2ce5a1ac7826fb2dc60e7673c14c183cb9078813c;
59252;3270;Obras son amores, y no malas razones;Obras son amores, y ejemplos como estos, tenemos muchos, muchísimos.;Adición;Anacoluto;Obras son amores, y [Adición];General;"{""y no malas razones"": ""y ejemplos como estos, tenemos muchos, muchísimos""}";e0ce321b5c435d6e0ed74c8564614ec84cf173795a002efcdac852ed32da4d52;
59252;3270;Obras son amores, y no malas razones;Si obras son amores, muy grande debe ser tu amor por ellas.;Adición;Permutación;Si [Paremia], [Consecuencia];General;"{"""": ""muy grande debe ser tu amor por ellas""}";df3087d893bf5978bb8e67a39199a7dc112a02451c6645ef9715ad4f7ca84e29;
59267;3309;De padres comerciantes, hijos escuderos y nietos pordioseros;Padres millonarios, hijos bodegueros y nietos pordioseros;Sustitución;;[Pre] [Sust1], [Sust2] [Sust3] y [Sust4];Economía/Social;"{""comerciantes"": ""millonarios"", ""escuderos"": ""bodegueros""}";b0e6d414b6dfbd3b33c9f3648d6a393037b60580a04e84c5d9a47cd18e8567fc;
59280;3333;Para presumir hay que sufrir;Para ser un influencer hay que sufrir;Sustitución;;Para [Sust] hay que sufrir;Redes Sociales/Influencers;"{""presumir"": ""ser un influencer""}";4a9e2b171714baa826113e859dc1b2d7663ad7bb3b1fc71dba5d37921ecdb28e;
59280;3333;Para presumir hay que sufrir;En el encuentro 'para lucir hay que sufrir '.;Sustitución;;Para [Sust] hay que sufrir;General;"{""presumir"": ""lucir""}";3bd722ccca310aa77f98add964ceed53c9fdc6cbc3438b496b7371fbdcee39e9;
59280;3333;Para presumir hay que sufrir;Es que para presumir hay que tener de qué.;Adición;Permutación;Para [Sust] hay que [Sust];General;"{""sufrir"": ""tener de qué"", """": ""Es que""}";ca7abfab35ef7e347330fe7f9ef6d99e1711fa4a7cf5da1ef3188229d4cce5bc;
59280;3333;Para presumir hay que sufrir;Para presumir hay que... ¡tener un polo;Truncamiento;;Para [Sust] hay que...;General;{};fbe14c0577a1ae6a6ee37224d85b20b514d6a25f5f358492bdbe23f8120927de;
59280;3333;Para presumir hay que sufrir;Para comprar ¿ hay que sufrir;Sustitución;;Para [Verbo] hay que [Verbo];General;"{""presumir"": ""comprar""}";f6f72e76a43f5e769029ae21ef01ef2e14697e5bf0f10c496afc2e9d5b404225;
59294;3367;Piensa el ladrón que todos son de su condición;No hablo de oidas (siempre piensa el ladrón que todos son de su misma condición...).;Adición;Infiltración de adyacentes;[Adición] piensa el ladrón que todos son de su [Sust] condición;General;"{"""": "")""}";92c0aa0b491307fb8fb249f3afe74d1fbc9add253889e0d2a807a0e941885313;
59302;3383;Poderoso caballero es don Dinero;El poderoso caballero es capaz de comprar.;Sustitución;Permutación;El [Sust] caballero es [Sust];General;"{""poderoso"": ""poderoso"", ""don Dinero"": ""capaz de comprar""}";fd82ab3f6de7e949ed58cb26771260786a40a2f6ecd03b59a048125aa5bb25fa;
59302;3383;Poderoso caballero es don Dinero;Qué poderoso es don dinero;Sustitución;Permutación;Qué [Adjetivo] es [Sust];General;"{""Poderoso caballero"": ""poderoso"", ""don Dinero"": ""don dinero""}";3c836514b7ddec5a5e9a56d1b859a13e6a65e7af1d45fa53c4e0e96dc2fef102;
59302;3383;Poderoso caballero es don Dinero;Moraleja, poderoso caballero es don dominio.;Sustitución;;Poderoso [Sust] es don [Sust];General;"{""Dinero"": ""dominio""}";9d19154c96db044126cb95cfdfef267e16cd60973656f0b4060093e6f12e2a4f;
59308;3405;Por el hilo se saca el ovillo;Por el hilo se saca la madeja;Sustitución;;Por el [Sust] se saca el [Sust];General;"{""ovillo"": ""madeja""}";da9b44c4ea07331cff4a50bc2973cc3c5ae248031c2bdaf521efd6161f6a5045;
59320;3432;Por San Blas la cigüeña verás;La cigüeña verás '.;Truncamiento;;La [Sust] verás;General;{};c71091c61fcc6d674da581e47170073c0c209c03d0065cb29700ac8266d787da;
59324;3447;Por sus frutos los conoceréis;Vino por sus frutos y no los tenía.;Anacoluto;;Vino [Prep] [Sust] y no [Adv] [Verb] [Sust];General;{};5b8450108faeb175a272dd044c905defe2d605108207aa7a4db543bd4042221e;
59324;3447;Por sus frutos los conoceréis;Al viejo mundo por sus frutos amargos;Fusión;Anacoluto;Al [Sust] por sus [Sust] [Adjetivo];General;"{""viejo mundo"": ""alguien/algo"", ""frutos"": ""frutos amargos"", ""conoceréis"": ""se conoce""}";a1709baab478b4516a6c0f1d8378e28addfba39fd5a532f7bff0e3462ef00f0c;
59324;3447;Por sus frutos los conoceréis;Legionarios de cristo: por sus frutos los conocemos;Sustitución;;Por sus [Sust] los [Sust];Religión;"{""frutos"": ""frutos"", ""conoceréis"": ""conocemos""}";c449a7b719db704d279a584ee3fcaf8ca95bd6b313e0a8c8c23b4b927259a1ed;
59324;3447;Por sus frutos los conoceréis;Realmente, pues, por sus frutos reconocerán a aquellos hombres;Sustitución;Adición;Por sus [Sust] [Sust] reconocerán a [Sust];General;"{""conoceréis"": ""reconocerán"", """": ""Realmente, pues, "", ""los conoceréis"": ""reconocerán a aquellos hombres""}";7f374d03d071f86a8269b195d9bd39a17c7cf6ea17222bd3fc320b2b563b1fb7;
59324;3447;Por sus frutos los conoceréis;Es por sus frutos por lo que los reconoceréis;Permutación;Adición;Es por [Sust] por lo que [Sust];General;"{""Por sus frutos los conoceréis"": ""Es por sus frutos por lo que los reconoceréis"", """": ""Es"", ""reconoceréis"": ""conoceréis""}";66acd23a0ca05db26052e18a1ce9df2662a928984586a84658f5206bf77bbf71;
59342;3489;Quien a buen árbol se arrima buena sombra le cobija;Quien a buen árbol se arrima mal rayo le parta.;Sustitución;Fusión;Quien a buen árbol se arrima, [Sust] le [Sust];General;"{""buena sombra le cobija"": ""mal rayo le parta""}";3dc14fa98760e5f7ed7dce8d4c350597401cd2fbdd68d952e5daf9ab2ab99e06;
59342;3489;Quien a buen árbol se arrima buena sombra le cobija;A buen árbol se arrima uno;Truncamiento;;A buen árbol se arrima [Sust];General;{};6f423d2f93afdd224b0630b6e1af8fe51e0fb55b8b559fe465e9962f697f70f6;
59342;3489;Quien a buen árbol se arrima buena sombra le cobija;A buen árbol se arrima, buena cobija lo calienta.;Sustitución;Permutación;A buen árbol se arrima, [Sust] lo [Sust];General;"{""buena sombra le cobija"": ""buena cobija lo calienta""}";07b0ca4df46394811bdeaf7bcc560d7222cbc895550dabb1b10c55c18431f028;
59343;3497;Quien a hierro mata, a hierro muere;A decir verdad el q ahierro mata a hierro deve morir.;Sustitución;Adición;Quien a [Sust] mata, a [Sust] [Sust] morir;General;"{""muere"": ""deve morir""}";82c2ef686d8bfab2d64b1f4bde7620a7df3b457299cda14e51ed6022687adb97;
59343;3497;Quien a hierro mata, a hierro muere;El que a hierro mata a hierro debe morir.;Permutación;Sustitución;El que a hierro [Sust] a hierro [Sust];General;"{""muere"": ""debe morir"", ""mata"": ""mata""}";b89c4e87171dc481029ffb8cdd75e1ff08b685b85d789d884c320f616ddd7e93;
